town,id,firm,retailer,fascia,store_name,add_one,add_two,locality,postcode,long_wgs,lat_wgs,bng_e,bng_n,pqi,open_date,close_date,size_band,size_sqft,size_sqm,rev,emp
London,1010003590,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Woodford Green The Broadway Local,27-28 The Broadway,,Woodford,IG8 0HQ,0.033746439,51.60795205,540928.23,191860.82,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003596,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Norbiton Station Local,Hanover House,76 Coombe Road,Norbiton,KT2 7AZ,-0.283441202,51.41265531,519474.82,169579.24,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003597,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Worcester Park Local,1-15 Central Road,,Worcester Park,KT4 8EG,-0.238653801,51.3768562,522685,165672.17,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003598,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Surbiton Station Local,"Unit 2, Surbiton Station",Surbiton,Surbiton,KT6 4PE,-0.304578624,51.39255563,518056.61,167309.86,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003599,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Tolworth Ewell Road Local,366 Ewell Road,,Tolworth,KT6 7AZ,-0.288730925,51.38315587,519183.55,166290.19,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003600,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Chessington Local,10-14 North Parade,,Chessington,KT9 1QF,-0.298914539,51.36405618,518524.19,164149.75,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003652,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys London Arnos Grove Local,6-378 Bowes Road,Arnos Grove,New Southgate,N11 1AH,-0.135789298,51.61635136,529165.49,192481.82,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003653,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Upper Street Local,317-318 Upper Street,,Islington,N1 2XQ,-0.102694532,51.53745316,531684.29,183766.97,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003654,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Essex Road Local,325 Essex Road,,Canonbury,N1 2YG,-0.090144702,51.54405308,532535.45,184523.55,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003655,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Haringey West Green Road Local,333-337 West Green Road,,Harringay,N15 3PB,-0.092261116,51.58595215,532267.15,189179.06,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003656,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Tottenham Seven Sisters Station Local,3-7 West Green Road,,South Tottenham,N15 5BX,-0.073102315,51.58375224,533600.83,188969.23,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003657,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Stoke Newington Local,100-104 Stoke Newington Hgh St,,Stoke Newington,N16 7NY,-0.073835145,51.55985275,533620.07,186310.18,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003658,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Tottenham Lordship Lane Local,421 Lordship Lane,,Tottenham,N17 6AG,-0.091724073,51.59775195,532270.1,190492.22,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003659,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Tottenham High Road Local,669-673 High Road,,Tottenham,N17 8AD,-0.068150488,51.60015189,533895.69,190801.99,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003660,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Archway Local,643-645 Holloway Road,,Upper Holloway,N19 5SS,-0.13203311,51.56445248,529573,186717.05,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003661,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys London Wood Green Local,"Unit 4, Hollywood Green",,Wood Green,N22 6EJ,-0.10903464,51.59675187,531074.09,190349.85,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003662,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Finchley Regents Park Road Local,Regents Park Road,Finchley,Finchley Church End,N3 1HF,-0.195078792,51.60061015,525104.12,190628.26,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003663,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Finsbury Park Blackstock Road Local,29-31 Blackstock Road,,Brownswood Park,N4 2JF,-0.102945615,51.56405262,531590.16,186724.48,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003664,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Finsbury Park Stroud Green Road Local,17 Stroud Green Road,,Finsbury Park,N4 3ED,-0.107718659,51.56645254,531252.44,186982.79,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003665,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys London Crouch Hill Local,175-179 Stroud Green Road,,Crouch Hill,N4 3PZ,-0.115042411,51.57045237,530733.4,187414.48,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003666,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Highgate Archway Road Local,260-268 Archway Road,Highgate,Highgate,N6 5AX,-0.142392965,51.5750523,528825.03,187877.51,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003667,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Islington Mercers Road Local,465 Holloway Road,,Holloway,N7 6LE,-0.123418139,51.56015259,530182.36,186254.17,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003668,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Caledonian Road Station Local,465B Caledonian Road,,Lower Holloway,N7 9BA,-0.11826123,51.54835289,530573.57,184951.18,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003669,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Holloway Road Local,311 Holloway Road,,Lower Holloway,N7 9SU,-0.113712368,51.55345277,530874.33,185526.43,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003716,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Brent Willesden High Road Local,174-176 High Road,,Willesden Green,NW10 2PD,-0.234968939,51.5476526,522483.71,184671.6,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003717,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Mornington Crescent Local,10-12 Camden High Street,,Camden Town,NW1 0JH,-0.138779745,51.5350531,529188.59,183435.79,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003718,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Golders Green Accommodation Road Local,29-37 Golders Green Road,,Golders Green,NW11 8EE,-0.197486856,51.57205214,525015.65,187448.33,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003719,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys London Euston Station Local,Euston Station,,Euston,NW1 2DU,-0.133949854,51.52755324,529544.83,182610.31,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003720,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys London Euston Regents Place Local,286 Euston Road,,Euston,NW1 3DP,-0.138861658,51.52595328,529208.65,182423.71,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003721,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Chalk Farm Road Local,76-77 Chalk Farm Road,,Chalk Farm,NW1 8AN,-0.151168674,51.54345291,528305.77,184348.1,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003722,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Willesden Green Local,92 Walm Lane,,Willesden Green,NW2 4QY,-0.221064318,51.5488526,523444.54,184828.4,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003723,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Hendon Vivian Avenue Local,2a Rundell Crescent,Hendon,Hendon,NW4 3DA,-0.230949348,51.58265191,522668.26,188570.46,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003724,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Fortess Road Local,126-132 Fortess Road,,Kentish Town,NW5 2HP,-0.138903882,51.55595274,529120.85,185759.7,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003725,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Kentish Town Local,329-333 Kentish Town Road,Kentish Town,Kentish Town,NW5 2TJ,-0.140978817,51.55035285,528992.84,185133.31,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003726,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys West Hampstead Local,204 West End Lane,,West Hampstead,NW6 1SG,-0.191271812,51.55005268,525506.84,185012.51,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003727,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Queens Park Local,105-109 Salusbury Road,,Queens Park,NW6 6RG,-0.206248367,51.5373529,524503.13,183574.66,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003728,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Kilburn Local,377 Kilburn High Road,,Brondesbury,NW6 7QE,-0.202858667,51.54575271,524715.26,184514.53,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003761,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Romford North Street Local,137 North Street,Romford,Romford,RM1 1ED,0.176081931,51.58208521,550869.18,189268.29,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003762,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Hornchurch Elm Park Avenue Local,Elm Park Avenue,,Elm Park,RM12 4RX,0.198425609,51.55105368,552520.87,185863.92,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003763,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Harold Hill Local,44 Farnham Road,,Harold Hill,RM3 8DX,0.2188918,51.60605247,553754.07,192022.59,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003792,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Greenwich Woolwich Road Local,3-4 Fenton Parade,Woolwich Road,Greenwich,SE10 0FY,0.009328732,51.486013,539610.03,178254.18,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003793,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Greenwich High Road Local,231-235 Greenwich High Road,Grennwich,Greenwich,SE10 8NB,-0.011105914,51.47875465,538213.25,177408.3,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003794,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys London Great Suffolk Street Local,Galliard Homes Development,Great Suffolk Street,Southwark,SE1 0UG,-0.101277303,51.50485376,531876.64,180144.36,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003795,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Borough High Street Local,116-126 Borough High Street,,The Borough,SE1 1LB,-0.092298421,51.50275396,532505.85,179927.06,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003796,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Lewisham Grove Park Station Local,342 Baring Road,,Grove Park,SE12 0DU,0.021025822,51.43165569,540588.93,172231.98,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003797,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Bermondsey Square Local,13-14 Bermondsey Square,,The Borough,SE1 3UN,-0.080504741,51.497454,533339.81,179359.09,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003798,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys New Cross Lewisham Way Local,33-35 Lewisham Way,,New Cross,SE14 6PP,-0.034833383,51.47505461,536576.71,176952.36,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003799,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Southwark Great Dover Street Local,58 Great Dover Street,,The Borough,SE1 4YF,-0.089957493,51.49746599,532683.66,179343.26,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003800,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Bermondsey Station Local,192-196 Jamaica Road,Bermondsey,Bermondsey,SE16 4RT,-0.061394243,51.49819977,534664.07,179476.98,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003801,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Canada Water Station Local,Ontario Point,30 & 32 Surrey Quays Road,Rotherhithe,SE16 7ED,-0.049518228,51.49835401,535487.91,179516.03,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003802,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Waterloo Blackfriars Road Local,157-168 Blackfriars Road,,Southwark,SE1 8EZ,-0.10432816,51.50165392,531674.13,179783.04,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003803,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Lambeth The Cut Local,55A The Cut,,Southwark,SE1 8LL,-0.107499168,51.50285384,531450.6,179910.78,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003804,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Waterloo Local,101 Waterloo Road,,Waterloo,SE1 8UL,-0.110520163,51.50295381,531240.65,179916.48,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003805,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Guys Hospital Local & Pharmacy,Great Maze Pond,,London Bridge,SE1 9RT,-0.087356496,51.50376885,532845.88,180048.87,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003806,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys London East Dulwich Local,357-361 Lordship Lane,,East Dulwich,SE22 8JJ,-0.075060391,51.45005494,533856.27,174098.14,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003807,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Honor Oak Park Station Local,57-59 Honor Oak Park,Lewisham,Honor Oak Park,SE23 1EA,-0.044666048,51.44935513,535970.2,174076.26,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003808,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Herne Hill Local,132a Herne Hill,,Herne Hill,SE24 9QH,-0.101397051,51.45315491,532017.41,174395.1,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003809,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys South Norwood Portland Road Local,112 Portland Road,,South Norwood,SE25 4PJ,-0.069030187,51.39585614,534434.09,168082.2,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003810,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys West Norwood Local,364-366 Norwood Road,,West Norwood,SE27 9AA,-0.104042832,51.43405526,531888.56,172266.42,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003811,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Greenwich Kidbrooke Park Road Local,6 Elford Close,,Kidbrooke,SE3 9FA,0.02796933,51.46105506,540981.05,175514.53,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003812,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Brockley Mantle Court Local,209-211 Mantle Roa,,Brockley,SE4 2EW,-0.039034215,51.46375486,536318.64,175687.99,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003813,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Greenwich Creek Road Local,12-14 Creek Road,Greenwich,Deptford,SE8 3BU,-0.021889675,51.4810545,537457.54,177643.76,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003826,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Cheam Local,19 High Street,Cheam,Cheam,SM3 8RQ,-0.215504098,51.35805653,524346.96,163620.56,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003827,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Carshalton High Street Local,52-56 High Street,,Carshalton,SM5 3AG,-0.161049229,51.36515651,528118.45,164503.74,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003828,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Carshalton Stanley Park Road Local,132 Stanley Park Road,Carshalton,Carshalton on the Hill,SM5 3JG,-0.161928223,51.35514273,528085.17,163388.66,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003829,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Wallington Station Local,93 Manor Road,,Wallington,SM6 0AT,-0.149972489,51.36095671,528901.3,164056.11,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003830,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Sutton Hackbridge Station Local,180-186 London Road,Hackbridge,Hackbridge,SM6 7HW,-0.155753493,51.37925625,528447.66,166080.91,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003848,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Chelsea Redcliffe Gardens Local,West Brompton,,West Brompton,SW10 9EW,-0.184605517,51.48411104,526150.93,177690.96,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003849,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Beaufort Street Local,295-297 Fulham Road,,South Kensington,SW10 9PZ,-0.178772667,51.48705404,526547.77,178028.29,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003850,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Clapham Junction Local,The Junction Shopping Centre,20 St. John's Hill,Clapham Junction,SW11 1SA,-0.169183683,51.46355445,527278.84,175431.66,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003851,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Wandsworth St Johns Hill Local,165-167 St Johns Hill,,Wandsworth,SW11 1TQ,-0.177114569,51.46005458,526737.63,175028.72,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003852,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Battersea Park Local,326 Battersea Park Road,,Clapham Junction,SW11 3BX,-0.170324704,51.47085433,527179.3,176241.45,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003853,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Balham Nightingale Lane Local,39 Nightingale Lane,,Balham,SW12 8SY,-0.152880887,51.4517548,528444.36,174147.94,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003854,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Balham Hill Local,21 Balham Hill,,Clapham,SW12 9DY,-0.147448133,51.45235485,528820.14,174224.2,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003855,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Barnes White Hart Lane Local,9-11 White Hart Lane,,Barnes,SW13 0PX,-0.255233093,51.4705541,521283.08,176064.14,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003856,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Barnes High Street Local,11 Barnes High Street,,Barnes,SW13 9LW,-0.249008287,51.47355408,521707.43,176408.07,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003857,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Lower Richmond Road Local,95-105 Lower Richmond Road,,Putney,SW15 1EU,-0.220879737,51.46735434,523677.64,175765.72,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003858,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Wandsworth East Putney Station Local,74 Upper Richmond Road,,East Putney,SW15 2SU,-0.209191887,51.45905456,524512.01,174862.54,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003859,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Upper Richmond Road Local,225 - 231 Upper Richmond Road,Putney,Putney,SW15 6SJ,-0.221931603,51.46195439,523619.16,175163.45,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003860,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Streatham Mitcham Lane Local,86-88 Mitcham Lane,,Streatham Park,SW16 6NR,-0.140750651,51.42511551,529362.35,171206.91,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003861,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Streatham High Road Local,172-176 Streatham High Road,,Streatham,SW16 1BJ,-0.1293494,51.43245526,530134.13,172043.28,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003862,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Wandsworth Common Bellevue Road Local,27-29 Bellevue Road,,Wandsworth,SW17 7EF,-0.167459641,51.44415494,527452.57,173277.37,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003863,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Tooting Bec Local,43 Tooting Bec Road,,Tooting Bec,SW17 8BS,-0.157289849,51.43535508,528183.9,172316.53,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003864,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Tooting Mitcham Road Local,196 Mitcham Road,,Tooting,SW17 9NN,-0.16109661,51.42315534,527953.36,170953.24,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003865,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Wandsworth Old York Road Local,527-529 Old York Road,,Wandsworth,SW18 1TG,-0.188671242,51.45995457,525935.09,174997.68,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003866,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Earlsfield Local,282 Magdalen Road,Earlsfield,Earlsfield,SW18 3NY,-0.18715829,51.44215491,526089.18,173020.9,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003867,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys London Haydons Road Local,102 Haydons Road,,South Wimbledon,SW19 1AW,-0.18733118,51.42015529,526137.69,170574.18,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003868,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys South Wimbledon Station Local,7-9 Kingston Road,,South Wimbledon,SW19 1JX,-0.193289939,51.4157555,525735.45,170074.68,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
